Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
27/02/2026 17:25:00,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,85520,1182
27/02/2026 17:25:00,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,244582,6118
27/02/2026 17:25:00,27/02/2026,Khi 22,49,Ricky Star,33326,511
27/02/2026 17:25:00,27/02/2026,Golden,50,HUNTR/X,52622,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
28/02/2026 17:10:56,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,83101,2066
28/02/2026 17:10:56,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,44634,822
28/02/2026 17:10:56,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,6876,201
28/02/2026 17:10:56,27/02/2026,Anh Tên Là,4,Anh Bằng,11092,168
28/02/2026 17:10:56,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,20603,335
28/02/2026 17:10:56,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,29579,608
28/02/2026 17:10:56,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,42894,1821
28/02/2026 17:10:56,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,5526,150
28/02/2026 17:10:56,27/02/2026,Ai Ngoài Anh,9,VSTRA,69395,1404
28/02/2026 17:10:56,27/02/2026,50 Năm Về Sau,10,F47,68140,2476
28/02/2026 17:10:56,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,10771,184
28/02/2026 17:10:56,27/02/2026,Dạo Này,12,Obito,38920,766
28/02/2026 17:10:56,27/02/2026,Gió Đưa Tình,13,Wren Evans,26486,462
28/02/2026 17:10:56,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",84852,1780
28/02/2026 17:10:56,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,25226,706
28/02/2026 17:10:56,27/02/2026,OVERDRIVE,16,TWS,8791,142
28/02/2026 17:10:56,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,14882,191
28/02/2026 17:10:56,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,12635,149
28/02/2026 17:10:56,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21467,308
28/02/2026 17:10:56,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,134968,3436
28/02/2026 17:10:56,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19058,268
28/02/2026 17:10:56,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,39369,622
28/02/2026 17:10:56,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,95745,2209
28/02/2026 17:10:56,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20743,299
28/02/2026 17:10:56,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,39068,462
28/02/2026 17:10:56,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,104687,2147
28/02/2026 17:10:56,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",87558,1704
28/02/2026 17:10:56,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,45808,763
28/02/2026 17:10:56,27/02/2026,GO!,29,CORTIS,36376,441
28/02/2026 17:10:56,27/02/2026,hello em có khỏe không,30,Dfoxie37,43386,692
28/02/2026 17:10:56,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,82527,1538
28/02/2026 17:10:56,27/02/2026,In Love,32,Low G,89008,1612
28/02/2026 17:10:56,27/02/2026,Người Đầu Tiên,33,Juky San,78916,1330
28/02/2026 17:10:56,27/02/2026,Panorama,34,Richie D. ICY,40347,665
28/02/2026 17:10:56,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,66326,1059
28/02/2026 17:10:56,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",100736,2023
28/02/2026 17:10:56,27/02/2026,EYES CLOSED,37,JISOO,15734,264
28/02/2026 17:10:56,27/02/2026,Không Thời Gian,38,Dương Domic,92543,1630
28/02/2026 17:10:56,27/02/2026,Không Buông,39,Hngle,160515,3197
28/02/2026 17:10:56,27/02/2026,The Fate of Ophelia,40,Taylor Swift,46216,793
28/02/2026 17:10:56,27/02/2026,Kho Báu,41,(S)TRONG,176653,5212
28/02/2026 17:10:56,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,111663,2698
28/02/2026 17:10:56,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,190086,4879
28/02/2026 17:10:56,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,120052,1666
28/02/2026 17:10:56,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19531,311
28/02/2026 17:10:56,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,35489,485
28/02/2026 17:10:56,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,85816,1183
28/02/2026 17:10:56,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,244925,6129
28/02/2026 17:10:56,27/02/2026,Khi 22,49,Ricky Star,33422,511
28/02/2026 17:10:56,27/02/2026,Golden,50,HUNTR/X,52764,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
01/03/2026 17:13:36,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,84346,2100
01/03/2026 17:13:36,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,45725,850
01/03/2026 17:13:36,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,7654,223
01/03/2026 17:13:36,27/02/2026,Anh Tên Là,4,Anh Bằng,12134,181
01/03/2026 17:13:36,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,23028,377
01/03/2026 17:13:36,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,30046,618
01/03/2026 17:13:36,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,43285,1845
01/03/2026 17:13:36,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,5974,154
01/03/2026 17:13:36,27/02/2026,Ai Ngoài Anh,9,VSTRA,70133,1424
01/03/2026 17:13:36,27/02/2026,50 Năm Về Sau,10,F47,69350,2507
01/03/2026 17:13:36,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,11662,200
01/03/2026 17:13:36,27/02/2026,Dạo Này,12,Obito,39213,769
01/03/2026 17:13:36,27/02/2026,Gió Đưa Tình,13,Wren Evans,26743,465
01/03/2026 17:13:36,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",85272,1783
01/03/2026 17:13:36,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,25483,714
01/03/2026 17:13:36,27/02/2026,OVERDRIVE,16,TWS,8914,142
01/03/2026 17:13:36,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,15216,194
01/03/2026 17:13:36,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,12840,149
01/03/2026 17:13:36,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21614,310
01/03/2026 17:13:36,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,135310,3460
01/03/2026 17:13:36,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19186,271
01/03/2026 17:13:36,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,39803,629
01/03/2026 17:13:36,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,96166,2218
01/03/2026 17:13:36,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20862,304
01/03/2026 17:13:36,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,39321,463
01/03/2026 17:13:36,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,105112,2160
01/03/2026 17:13:36,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",87819,1711
01/03/2026 17:13:36,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,46321,773
01/03/2026 17:13:36,27/02/2026,GO!,29,CORTIS,36625,443
01/03/2026 17:13:36,27/02/2026,hello em có khỏe không,30,Dfoxie37,43725,703
01/03/2026 17:13:36,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,82937,1549
01/03/2026 17:13:36,27/02/2026,In Love,32,Low G,89481,1623
01/03/2026 17:13:36,27/02/2026,Người Đầu Tiên,33,Juky San,79325,1332
01/03/2026 17:13:36,27/02/2026,Panorama,34,Richie D. ICY,40518,669
01/03/2026 17:13:36,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,66638,1060
01/03/2026 17:13:36,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",100977,2032
01/03/2026 17:13:36,27/02/2026,EYES CLOSED,37,JISOO,15805,267
01/03/2026 17:13:36,27/02/2026,Không Thời Gian,38,Dương Domic,92912,1634
01/03/2026 17:13:36,27/02/2026,Không Buông,39,Hngle,161632,3219
01/03/2026 17:13:36,27/02/2026,The Fate of Ophelia,40,Taylor Swift,46479,796
01/03/2026 17:13:36,27/02/2026,Kho Báu,41,(S)TRONG,176980,5219
01/03/2026 17:13:36,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,111994,2700
01/03/2026 17:13:36,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,190526,4884
01/03/2026 17:13:36,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,120404,1671
01/03/2026 17:13:36,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19637,312
01/03/2026 17:13:36,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,35660,487
01/03/2026 17:13:36,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,86109,1189
01/03/2026 17:13:36,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,245253,6136
01/03/2026 17:13:36,27/02/2026,Khi 22,49,Ricky Star,33515,511
01/03/2026 17:13:36,27/02/2026,Golden,50,HUNTR/X,52917,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
02/03/2026 17:36:23,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,85442,2137
02/03/2026 17:36:23,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,46617,869
02/03/2026 17:36:23,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,8333,239
02/03/2026 17:36:23,27/02/2026,Anh Tên Là,4,Anh Bằng,13029,203
02/03/2026 17:36:23,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,24905,434
02/03/2026 17:36:23,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,30452,630
02/03/2026 17:36:23,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,43615,1864
02/03/2026 17:36:23,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,6377,162
02/03/2026 17:36:23,27/02/2026,Ai Ngoài Anh,9,VSTRA,70776,1441
02/03/2026 17:36:23,27/02/2026,50 Năm Về Sau,10,F47,70515,2532
02/03/2026 17:36:23,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,12363,211
02/03/2026 17:36:23,27/02/2026,Dạo Này,12,Obito,39484,771
02/03/2026 17:36:23,27/02/2026,Gió Đưa Tình,13,Wren Evans,26939,466
02/03/2026 17:36:23,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",85618,1791
02/03/2026 17:36:23,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,25689,718
02/03/2026 17:36:23,27/02/2026,OVERDRIVE,16,TWS,9005,144
02/03/2026 17:36:23,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,15487,200
02/03/2026 17:36:23,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,13036,152
02/03/2026 17:36:23,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21741,311
02/03/2026 17:36:23,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,135666,3467
02/03/2026 17:36:23,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19284,274
02/03/2026 17:36:23,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,40195,635
02/03/2026 17:36:23,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,96554,2224
02/03/2026 17:36:23,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20928,304
02/03/2026 17:36:23,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,39524,466
02/03/2026 17:36:23,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,105544,2176
02/03/2026 17:36:23,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",88073,1722
02/03/2026 17:36:23,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,46729,781
02/03/2026 17:36:23,27/02/2026,GO!,29,CORTIS,36835,446
02/03/2026 17:36:23,27/02/2026,hello em có khỏe không,30,Dfoxie37,44005,708
02/03/2026 17:36:23,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,83277,1560
02/03/2026 17:36:23,27/02/2026,In Love,32,Low G,89913,1627
02/03/2026 17:36:23,27/02/2026,Người Đầu Tiên,33,Juky San,79692,1332
02/03/2026 17:36:23,27/02/2026,Panorama,34,Richie D. ICY,40696,671
02/03/2026 17:36:23,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,66922,1066
02/03/2026 17:36:23,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",101224,2045
02/03/2026 17:36:23,27/02/2026,EYES CLOSED,37,JISOO,15838,268
02/03/2026 17:36:23,27/02/2026,Không Thời Gian,38,Dương Domic,93267,1639
02/03/2026 17:36:23,27/02/2026,Không Buông,39,Hngle,162697,3247
02/03/2026 17:36:23,27/02/2026,The Fate of Ophelia,40,Taylor Swift,46717,800
02/03/2026 17:36:23,27/02/2026,Kho Báu,41,(S)TRONG,177277,5228
02/03/2026 17:36:23,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,112271,2705
02/03/2026 17:36:23,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,190948,4899
02/03/2026 17:36:23,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,120753,1676
02/03/2026 17:36:23,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19723,312
02/03/2026 17:36:23,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,35816,487
02/03/2026 17:36:23,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,86352,1192
02/03/2026 17:36:23,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,245532,6141
02/03/2026 17:36:23,27/02/2026,Khi 22,49,Ricky Star,33586,16
02/03/2026 17:36:23,27/02/2026,Golden,50,HUNTR/X,53037,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
03/03/2026 17:34:19,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,86521,2166
03/03/2026 17:34:19,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,47415,885
03/03/2026 17:34:19,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,8993,259
03/03/2026 17:34:19,27/02/2026,Anh Tên Là,4,Anh Bằng,13873,226
03/03/2026 17:34:19,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,26626,466
03/03/2026 17:34:19,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,30874,637
03/03/2026 17:34:19,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,43953,1879
03/03/2026 17:34:19,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,6733,172
03/03/2026 17:34:19,27/02/2026,Ai Ngoài Anh,9,VSTRA,71361,1457
03/03/2026 17:34:19,27/02/2026,50 Năm Về Sau,10,F47,71662,2560
03/03/2026 17:34:19,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,13023,224
03/03/2026 17:34:19,27/02/2026,Dạo Này,12,Obito,39758,773
03/03/2026 17:34:19,27/02/2026,Gió Đưa Tình,13,Wren Evans,27105,468
03/03/2026 17:34:19,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",86006,1801
03/03/2026 17:34:19,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,25886,722
03/03/2026 17:34:19,27/02/2026,OVERDRIVE,16,TWS,9090,145
03/03/2026 17:34:19,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,15752,205
03/03/2026 17:34:19,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,13225,154
03/03/2026 17:34:19,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21835,316
03/03/2026 17:34:19,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,135989,3475
03/03/2026 17:34:19,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19379,276
03/03/2026 17:34:19,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,40569,638
03/03/2026 17:34:19,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,96916,2226
03/03/2026 17:34:19,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20945,304
03/03/2026 17:34:19,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,39736,470
03/03/2026 17:34:19,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,105965,2186
03/03/2026 17:34:19,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",88313,1727
03/03/2026 17:34:19,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,47107,789
03/03/2026 17:34:19,27/02/2026,GO!,29,CORTIS,37030,449
03/03/2026 17:34:19,27/02/2026,hello em có khỏe không,30,Dfoxie37,44302,711
03/03/2026 17:34:19,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,83650,1564
03/03/2026 17:34:19,27/02/2026,In Love,32,Low G,90320,1636
03/03/2026 17:34:19,27/02/2026,Người Đầu Tiên,33,Juky San,80034,1332
03/03/2026 17:34:19,27/02/2026,Panorama,34,Richie D. ICY,40843,674
03/03/2026 17:34:19,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,67175,1070
03/03/2026 17:34:19,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",101480,2048
03/03/2026 17:34:19,27/02/2026,EYES CLOSED,37,JISOO,15852,268
03/03/2026 17:34:19,27/02/2026,Không Thời Gian,38,Dương Domic,93571,1645
03/03/2026 17:34:19,27/02/2026,Không Buông,39,Hngle,163622,3275
03/03/2026 17:34:19,27/02/2026,The Fate of Ophelia,40,Taylor Swift,46947,802
03/03/2026 17:34:19,27/02/2026,Kho Báu,41,(S)TRONG,177550,5231
03/03/2026 17:34:19,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,112539,2709
03/03/2026 17:34:19,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,191358,4900
03/03/2026 17:34:19,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,121074,1680
03/03/2026 17:34:19,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19804,315
03/03/2026 17:34:19,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,35951,494
03/03/2026 17:34:19,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,86629,1197
03/03/2026 17:34:19,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,245807,6148
03/03/2026 17:34:19,27/02/2026,Khi 22,49,Ricky Star,33652,16
03/03/2026 17:34:19,27/02/2026,Golden,50,HUNTR/X,53127,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
04/03/2026 17:29:46,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,87624,2195
04/03/2026 17:29:46,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,48206,894
04/03/2026 17:29:46,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,9633,273
04/03/2026 17:29:46,27/02/2026,Anh Tên Là,4,Anh Bằng,14712,244
04/03/2026 17:29:46,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,28160,490
04/03/2026 17:29:46,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,31286,647
04/03/2026 17:29:46,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,44248,1891
04/03/2026 17:29:46,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,7101,176
04/03/2026 17:29:46,27/02/2026,Ai Ngoài Anh,9,VSTRA,72025,1468
04/03/2026 17:29:46,27/02/2026,50 Năm Về Sau,10,F47,72824,2595
04/03/2026 17:29:46,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,13658,230
04/03/2026 17:29:46,27/02/2026,Dạo Này,12,Obito,40030,774
04/03/2026 17:29:46,27/02/2026,Gió Đưa Tình,13,Wren Evans,27302,470
04/03/2026 17:29:46,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",86399,1811
04/03/2026 17:29:46,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,26112,726
04/03/2026 17:29:46,27/02/2026,OVERDRIVE,16,TWS,9173,148
04/03/2026 17:29:46,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,16010,211
04/03/2026 17:29:46,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,13422,156
04/03/2026 17:29:46,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21961,319
04/03/2026 17:29:46,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,136340,3480
04/03/2026 17:29:46,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19494,282
04/03/2026 17:29:46,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,40938,642
04/03/2026 17:29:46,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,97318,2230
04/03/2026 17:29:46,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20967,304
04/03/2026 17:29:46,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,39963,473
04/03/2026 17:29:46,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,106387,2198
04/03/2026 17:29:46,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",88559,1730
04/03/2026 17:29:46,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,47545,795
04/03/2026 17:29:46,27/02/2026,GO!,29,CORTIS,37203,454
04/03/2026 17:29:46,27/02/2026,hello em có khỏe không,30,Dfoxie37,44584,714
04/03/2026 17:29:46,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,84006,1574
04/03/2026 17:29:46,27/02/2026,In Love,32,Low G,90743,1638
04/03/2026 17:29:46,27/02/2026,Người Đầu Tiên,33,Juky San,80380,1332
04/03/2026 17:29:46,27/02/2026,Panorama,34,Richie D. ICY,40991,676
04/03/2026 17:29:46,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,67440,1073
04/03/2026 17:29:46,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",101746,2052
04/03/2026 17:29:46,27/02/2026,EYES CLOSED,37,JISOO,15868,268
04/03/2026 17:29:46,27/02/2026,Không Thời Gian,38,Dương Domic,93878,1651
04/03/2026 17:29:46,27/02/2026,Không Buông,39,Hngle,164567,3291
04/03/2026 17:29:46,27/02/2026,The Fate of Ophelia,40,Taylor Swift,47179,805
04/03/2026 17:29:46,27/02/2026,Kho Báu,41,(S)TRONG,177856,5235
04/03/2026 17:29:46,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,112802,2711
04/03/2026 17:29:46,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,191726,4906
04/03/2026 17:29:46,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,121426,1685
04/03/2026 17:29:46,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19904,9
04/03/2026 17:29:46,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,36105,496
04/03/2026 17:29:46,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,86898,1200
04/03/2026 17:29:46,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,246074,6156
04/03/2026 17:29:46,27/02/2026,Khi 22,49,Ricky Star,33717,16
04/03/2026 17:29:46,27/02/2026,Golden,50,HUNTR/X,53249,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
05/03/2026 18:31:14,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,88774,2216
05/03/2026 18:31:14,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,48996,912
05/03/2026 18:31:14,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,10243,285
05/03/2026 18:31:14,27/02/2026,Anh Tên Là,4,Anh Bằng,15558,260
05/03/2026 18:31:14,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,29628,525
05/03/2026 18:31:14,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,31678,652
05/03/2026 18:31:14,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,44575,1910
05/03/2026 18:31:14,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,7436,184
05/03/2026 18:31:14,27/02/2026,Ai Ngoài Anh,9,VSTRA,72744,1475
05/03/2026 18:31:14,27/02/2026,50 Năm Về Sau,10,F47,74043,2631
05/03/2026 18:31:14,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,14359,237
05/03/2026 18:31:14,27/02/2026,Dạo Này,12,Obito,40315,778
05/03/2026 18:31:14,27/02/2026,Gió Đưa Tình,13,Wren Evans,27507,473
05/03/2026 18:31:14,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",86804,1818
05/03/2026 18:31:14,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,26350,732
05/03/2026 18:31:14,27/02/2026,OVERDRIVE,16,TWS,9280,151
